ID,Name,Birthday,His_car_year_production,Cars_color,Name_starts_from_J
2,JANE SMITH,"85.04.22, 12:00:00",1987,Silver,TRUE
2,JANE SMITH,"85.04.22, 12:00:00",2001,Red,TRUE
2,JANE SMITH,"85.04.22, 12:00:00",1979,Blue,TRUE
2,JANE SMITH,"85.04.22, 12:00:00",1997,Green,TRUE
2,JANE SMITH,"85.04.22, 12:00:00",1964,Black,TRUE
2,JANE SMITH,"85.04.22, 12:00:00",2009,White,TRUE
2,JANE SMITH,"85.04.22, 12:00:00",1975,Yellow,TRUE
2,JANE SMITH,"85.04.22, 12:00:00",1982,Orange,TRUE
3,BOB JOHNSON,"92.07.08, 12:00:00",2010,Red,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2011,Green,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2012,Black,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2013,White,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2014,Yellow,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2015,Blue,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2016,Red,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2017,Green,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2018,Black,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2019,White,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2020,Yellow,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2021,Blue,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2022,Red,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2023,Green,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2024,Black,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2025,White,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2026,Yellow,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2027,Blue,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2028,Red,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2029,Green,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2030,Black,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2030,Black,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2031,Red,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2029,Blue,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2032,Silver,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2028,White,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2033,Green,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2027,Yellow,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2034,Orange,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2026,Purple,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2035,Gray,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2025,Brown,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2036,Pink,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2024,Cyan,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2037,Magenta,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2023,Turquoise,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2038,Lime,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2022,Indigo,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2039,Violet,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2021,Beige,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2040,Maroon,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2005,Gray,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2008,Silver,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1965,Red,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1972,Blue,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1985,Green,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1998,Black,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1969,White,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2002,Yellow,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1978,Orange,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1989,Purple,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1995,Brown,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1971,Pink,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1980,Cyan,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2007,Magenta,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1963,Turquoise,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1992,Lime,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2004,Indigo,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1967,Violet,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1990,Beige,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1976,Maroon,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1973,Gray,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1987,Silver,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2001,Red,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1979,Blue,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1997,Green,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1964,Black,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",2009,White,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1975,Yellow,FALSE
3,BOB JOHNSON,"92.07.08, 12:00:00",1982,Orange,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2010,Red,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2011,Green,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2012,Black,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2013,White,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2014,Yellow,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2015,Blue,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2016,Red,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2017,Green,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2018,Black,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2019,White,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2020,Yellow,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2021,Blue,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2022,Red,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2023,Green,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2024,Black,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2025,White,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2026,Yellow,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2027,Blue,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2028,Red,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2029,Green,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2030,Black,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2030,Black,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2031,Red,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2029,Blue,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2032,Silver,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2028,White,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2033,Green,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2027,Yellow,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2034,Orange,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2026,Purple,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2035,Gray,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2025,Brown,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2036,Pink,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2024,Cyan,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2037,Magenta,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2023,Turquoise,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2038,Lime,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2022,Indigo,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2039,Violet,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2021,Beige,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2040,Maroon,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2005,Gray,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2008,Silver,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1965,Red,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1972,Blue,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1985,Green,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1998,Black,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1969,White,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2002,Yellow,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1978,Orange,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1989,Purple,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1995,Brown,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1971,Pink,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1980,Cyan,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2007,Magenta,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1963,Turquoise,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1992,Lime,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2004,Indigo,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1967,Violet,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1990,Beige,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1976,Maroon,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1973,Gray,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1987,Silver,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2001,Red,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1979,Blue,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1997,Green,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1964,Black,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",2009,White,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1975,Yellow,FALSE
4,ALICE WILLIAMS,"88.09.30, 12:00:00",1982,Orange,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2010,Red,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2011,Green,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2012,Black,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2013,White,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2014,Yellow,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2015,Blue,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2016,Red,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2017,Green,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2018,Black,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2019,White,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2020,Yellow,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2021,Blue,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2022,Red,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2023,Green,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2024,Black,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2025,White,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2026,Yellow,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2027,Blue,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2028,Red,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2029,Green,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2030,Black,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2030,Black,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2031,Red,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2029,Blue,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2032,Silver,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2028,White,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2033,Green,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2027,Yellow,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2034,Orange,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2026,Purple,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2035,Gray,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2025,Brown,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2036,Pink,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2024,Cyan,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2037,Magenta,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2023,Turquoise,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2038,Lime,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2022,Indigo,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2039,Violet,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2021,Beige,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2040,Maroon,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2005,Gray,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2008,Silver,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1965,Red,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1972,Blue,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1985,Green,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1998,Black,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1969,White,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2002,Yellow,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1978,Orange,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1989,Purple,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1995,Brown,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1971,Pink,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1980,Cyan,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2007,Magenta,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1963,Turquoise,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1992,Lime,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2004,Indigo,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1967,Violet,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1990,Beige,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1976,Maroon,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1973,Gray,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1987,Silver,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2001,Red,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1979,Blue,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1997,Green,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1964,Black,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",2009,White,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1975,Yellow,FALSE
5,CHARLIE BROWN,"83.11.12, 12:00:00",1982,Orange,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2010,Red,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2011,Green,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2012,Black,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2013,White,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2014,Yellow,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2015,Blue,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2016,Red,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2017,Green,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2018,Black,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2019,White,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2020,Yellow,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2021,Blue,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2022,Red,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2023,Green,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2024,Black,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2025,White,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2026,Yellow,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2027,Blue,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2028,Red,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2029,Green,FALSE
6,EVA MILLER,"94.02.28, 12:00:00",2030,Black,FALSE
